publish_date,headline_category,headline_text,Label
20180114,tv.news.hindi,Bigg Boss 11: Lovebirds Bandagi Kalra and Puneesh Sharma raise the hotness meter with their sensuous water act,
20180115,city.vijayawada,6 dead in 2 mishaps,
20180117,citizen-reporter.stories,Encroachment on pavement,
20180118,city.bhopal,3-D magic on Bhopal walls bring Swach Bharat alive,
20180119,city.mumbai,Chabad House stands for not just hate but also love; says Israeli PM Benjamin Netanyahu,
20180120,city.ahmedabad,Downright Awesome: 100 children suffering from down syndrome to participate in cyclothon on Sunday,
20180120,city.thane,Learn to make flowers out of papers at Happy Streets,
20180125,city.bengaluru,Bellandur Lake: NGT asks govt for action plan by Monday,
20180126,citizen-reporter.stories,Pathetic Road Condition,
20180127,city.mumbai,Worker death: Discharge plea of firm rejected,
20180129,entertainment.hindi.bollywood.news,Man hurls shoe at actress Tamanna Bhatia in Hyderabad,
20180129,city.trichy,Works begin for second walking tracks along Uyyakondan,
20180202,city.mumbai,Woman kills baby boy; buries him with lover's help,
20180202,city.amaravati,Irked with Budget; N Chandrababu Naidu to review ties with BJP,
20180204,city.ahmedabad,Adhia to speak on budget; GST at IIM-A,
20180206,city.agra,govt move to start taj mahotsav with play on ram sparks row,
20180206,city.goa,Navelim will get new water pipeline: MLA,
20180206,city.trichy,History-sheeter among 2 murdered in separate incidents,
20180209,city.mysuru,MCC to put cattle straying on roads in shelter,
20180212,india,No toilet; HIV+ people being stopped from open defecation,
20180214,city.goa,Mhadei case: Goa withdraws plea over Kalsa work,
20180214,home.environment.flora-fauna,Giant London glasshouse to reopen with world's rarest plants,
20180217,city.puducherry,Narayanasamy welcomes Supreme Court Cauvery verdict,
20180219,city.chandigarh,Viral photos set off hunt for bird poachers in Faridkot,
20180221,city.kolkata,Duck; dodge; lift: Kolkata shows off its moves at its first boom barrier,
20180221,city.chennai,PIL against diversion of Gomukhi stream,
20180223,city.chennai,Clerical errors deny life convicts early release,
20180225,city.ahmedabad,Driver took van job with heist in mind,
20180226,city.nagpur,'Apprise youths of perils of Emergency',
20180228,city.ahmedabad,doctors at civil remove fetus from seven month old baby girl,
20180306,city.bengaluru,Ek real katha: Girl offers movie fee to build loos,
20180307,city.mysuru,Mohan Kumari launches campaign to retain Gundlupet at memorial event for husband,
20180310,city.pune,Pollution in March spikes after winter-like wind lull,
20180311,city.shimla,Kullu admn starts removing highway encroachments,
20180311,city.rajkot,Amreli farmers protest over groundnut procurement at MSP,
20180312,city.bengaluru,Congress ditches JD(S); fields 3 candidates; BJP picks Rajeev Chandrasekhar,
20180312,city.ghaziabad,Woman dies after hit on head; daughter booked,
20180314,city.hyderabad,Despite warning; UoH students stage protest,
20180315,city.chennai,protest by commuters affects suburban trains on chengalpet tambaram section,
20180317,city.goa,NGO irked over 'destroyed' bust of Shivaji,
20180317,city.chandigarh,AAP MLAs dissolve core panel; some seek time to decide next move,
20180318,city.lucknow,37 IAS; 43 IPS officers shunted out in 3 days,
20180318,entertainment.hindi.bollywood.news,Taimur Ali Khan is beaming on his day out with dad Saif Ali Khan,
20180319,city.hyderabad,Wife and lover kill man over affair,
20180321,city.rajkot,'Govt releasing precious Narmada water into desert',
20180322,city.lucknow,Women in Lucknow participate in car and two-wheeler rally,
20180323,city.chandigarh,Negligence led to damage of 20;000 metric tonne of wheat: CAG,
20180326,citizen-reporter.stories,Garbage on the road not in the dump,
20180327,entertainment.hindi.bollywood.news,Watch: Akash Ambani and Shloka Mehta's star-studded engagement party,
20180327,entertainment.english.hollywood.news,John Krasinski related to 'A Quiet Place' on a personal level,
20180327,city.kolkata,'A homely affair replaced by arms-wielding processions',
20180329,city.hyderabad,Don't trust KCR: V Hanumanth Rao to Mamata Banerjee,
20180329,city.jaipur,Three youth killed as two bikes collide in Churu district,
20180401,city.gurgaon,Fresh tender for Sector 23A road floated,
20180401,entertainment.hindi.bollywood.news,Pankaj Tripathi: Fame is nice but it is an illusion,
20180403,city.hyderabad,'Real-time tabs on trucks helped in preventing theft of PDS rice',
20180406,city.goa,Delhi native assaulted at Siolim,
20180408,city.jaipur,'Sarv Samaj' calls Bharat Bandh on April 10,
20180409,city.jaipur,BJP accuses Cong of making false statements,
20180419,world.europe,India joins UK in slamming Russia for attack on ex-spy,
20180419,city.gurgaon,gurgaon clinic that erred on twins booked after mom lost baby,
20180419,city.amritsar,Teen found dead; rape suspected,
20180420,entertainment.kannada.music,#VoteMaadi: Every single vote counts: Behram Siganporia,
20180423,city.visakhapatnam,Burning trash is turning off visitors at city's famous Rushikonda beach,
20180425,city.bhopal,Modi-Shivraj tiles to adorn PM Yojana homes in Madhya Pradesh,
20180501,city.surat,Surat airport director transferred,
20180501,business.india-business,Rajkot Oilseeds Complex Open- April 30; 2018,
20180509,city.ahmedabad,HSRP deadline extended by three months,
20180509,city.madurai,Elderly woman attacked; robbed of gold jewellery,
20180514,city.hyderabad,'TJAC to continue to work for people',
20180515,city.thiruvananthapuram,Good response to TOI TVM Quest,
20180520,city.chennai,TNPSC probe finds 67 blank answer sheets went missing,
20180520,city.chandigarh,Servant kills employer's mother & wife in loot bid; held at railway station,
20180521,city.ahmedabad,Bitcoin case: Will Shailesh Bhatt be booked?,
20180525,city.trichy,Railways hastens handover of RPF's non-core work to private agencies,
20180527,world.middle-east,Israeli soldier wounded in West Bank on Thursday dies: Army,
20180529,city.mumbai,Plan to build 160 toilets on highways,
20180531,city.jaipur,One killed; 10 injured in clash over land dispute,
20180531,world.china,China invites UN members to utilise its upcoming space station,
20180609,citizen-reporter.stories,Garbage outside Vidyavihar west station,
20180615,city.ahmedabad,dalit boy thrashed by darbar boys horrific video goes viral,
20180616,city.chennai,T Nagar; home to tinderboxes; to get fire safety plan,
20180620,tv.news.telugu,Bigg Boss Telugu 2 written update; June 19; 2018: Kaushal's other side gets exposed,
20180620,city.bhopal,Madhya Pradesh: Crocodiles create quite a flutter at Kaliyasot dam,
20180620,city.nagpur,BJP's ally trouble surfaces in state with RPI 'concerns',
20180620,city.chennai,Madras HC dismisses plea challenging election of Dhinakaran from RK Nagar; says no evidence of him bribing voters,
20180621,city.kolkata,West Bengal: 22 years after death; hospital to pay Rs 19 lakh,
20180624,city.bhopal,Four including; two children killed in car accident on Indore-Bhopal road,
20180624,home.education,Fake teachers recruitment case: 60 more headmasters suspended in Mathura,
20180625,city.coimbatore,Man killed as truck crashes into tea stall,
20180628,home.science,Why keeping an eye on your kids' phones may be a good idea,
20180628,city.trichy,Demand for cupping therapy up at Unani unit at MGMGH,
20180629,entertainment.hindi.bollywood.news,Janhvi Kapoor : 'Dhadak' will give really strong social message,
20180702,city.mumbai,Jailbird who had pole-vaulted to freedom held after 2 months,
20180714,sports.cricket.news,Graham Thorpe urges England to keep an 'open mind' against Kuldeep Yadav,
20180717,city.chandigarh,UT; French cheer for Champions Du Monde,
20180719,tv.news.hindi,Beyhadh child actor Rakshit enters Mere Sai,
20180724,city.hyderabad,HC gives Telangana 24 hours to reply on banishing seer,
20180725,city.patna,'Waterways best option to reduce air pollution',
20180726,city.jaipur,Barmer lynching: One more held,
20180730,sports.racing,Hamilton ahead but still focused on catching up,
20180731,city.lucknow,Roaring rain holds Lucknow to ransom,
20180801,city.vijayawada,man electrocuted while speaking on mobile phone,
20180805,city.mumbai,Now; stress-free learning at Maharashtra govt schools,
20180807,city.nagpur,Inquiry begins against corporators who obstructed demolition drive,
20180809,city.kanpur,Loads of naach-gaana at this do in Kanpur,
20180810,city.hubballi,Don't cast a single vote to BJP: Siddaramaiah,
20180815,city.bengaluru,Karnataka gets 13.5tmcft of Mahadayi water,
20180821,city.mysuru,Divisions sharpen within Mysuru BJP unit ahead of MCC polls,
20180821,city.jaipur,Faulty drainage system; encroachments inundate city roads,
20180821,city.surat,Three flights diverted to Ahmedabad due to bad weather at Surat airport,
20180822,city.erode,'Lack of data hinders efforts to ensure safety of migrant women',
20180822,citizen-reporter.stories,Tilting pole,
20180823,india,Madras HC accepts VHP ritual to reconvert woman,
20180825,city.lucknow,50% increase in animal waste from slaughter,
20180825,entertainment.tamil.movies.news,Chekka Chivantha Vaanam' trailer: Mani Ratnam is back and how!,
20180826,entertainment.kannada.movies.news,Yash to head to Mandya and Dubai for his next,
20180830,business.india-business,Cases of tax refund double; grievance redressals quicken,
20180921,citizen-reporter.stories,constant sewage leK,
20180924,city.kozhikode,Case against Joy Mathew for protesting at SM Street,
20180924,city.coimbatore,College student drowns in river,
20180925,life-style.books.features,Wilbur Smith Adventure Writing Prize goes to book set in India,
20180928,city.agartala,Tripura tribal party plans stir for NRC,
20180929,city.kolhapur,When women became friends with Mother Nature,
20180930,city.indore,Hyderabad bound Jet Airways flight makes emergency landing at Indore after engine failure,
20181001,india,Rafale deal is 'father of Bofors': Sena MP Sanjay Raut,
20181001,city.indore,dams sept 30 experts underscore need of dam management,
20181003,home.environment.flora-fauna,2 more Gir lions die; pride under threat,
20181003,city.nagpur,After 2 yrs delay; DBA voters list full of glitches,
20181005,city.bengaluru,Female comic threatened with sexual assault,
20181006,city.nagpur,Physics teacher's e-class honing industry specific skills,
20181014,city.bengaluru,Right-wing outfits force Jagriti to cancel play,
20181016,city.chandigarh,Stubble trouble is back in Mohali district,
20181016,city.guwahati,31 Bangladeshis flee Bengaluru fearing police action; held in Assam,
20181016,city.ahmedabad,Zika: Gujarat sleeps while Rajasthan battles outbreak,
20181017,tv.news.marathi,Mazhya Navryachi Bayko written update; October 16; 2018: Shanaya apologizes to Radhika,
20181023,city.bhopal,BJP gave three OBC CMs in 15 years; Congress yet to find a backward face,
20181024,city.chennai,Forest personnel to get an annual free health checkup,
20181028,city.amaravati,TDP chief steals a march over KCR,
20181028,business.india-business,GST Council met 30 times; took 918 decisions in 2 years: Govt,
20181029,entertainment.events.delhi,Meenakshi Chaudhary: I'm blessed that I can inspire so many girls to make India proud,
20181030,elections.assembly-elections.rajasthan,All Hindus must vote for BJP; says Rajasthan minister Dhan Singh Rawat; booked,
20181031,entertainment.english.hollywood.news,Lucrecia Martel : Was offered 'Black Widow' film by Marvel Studios,
20181102,city.lucknow,HC orders CBI probe into selection of 68;000 govt teachers,
20181103,citizen-reporter.stories,illegal posters splashed all over Malad,
20181105,city.noida,Man caught in clash dies of heart attack in Ghaziabad,
20181109,city.chandigarh,Cracker ban: 19 FIRs registered in Jalandhar,
20181110,elections.assembly-elections.telangana,Dissent brews in Congress ranks ahead of ticket distribution today,
20181114,world.us,PM Narendra Modi meets US Vice President Mike Pence in Singapore,
20181118,city.thiruvananthapuram,Prime focus on academic interests in varsities: CM Pinarayi Vijayan,
20181120,best-products.kitchen-and-dining.large-appliances,The best dishwashers to buy for your kitchen,
20181123,entertainment.hindi.bollywood.news,Priyanka Chopra and Nick Jonas celebrate Thanksgiving in Delhi; See pics,
20181123,city.thiruvananthapuram,Police arrest two history-sheeters,
20181129,city.hyderabad,When Rajinikanth; Akshay Kumar and Shankar wowed fans in the city,
20181209,entertainment.hindi.bollywood.news,Ajay Devgn starrer 'De De Pyaar De' will release on this date!,
20181217,city.goa,Revised water conservation fees next June,
20181221,city.delhi,HC relied on SC's findings in 2013 judgment,
20181228,city.kolhapur,Haphazard parking; not trucks; cause of traffic jams: Traders,
20181230,city.goa,'Everyone should protect environment': Vijai Sardesai,
